CellReference,OS_ID,Prolific_ID,Age,GenderWORD,GenderNUM,Occupation,HighestEducationLevelTEXT,OtherIfApplicable,HighestEducationLevelTEXT2,HighestEducationLevelNUM,CompExpertiseText,CompExpertiseNUM,GEN_ATTITUDE_REVERSED,NR1,NR2,NR3,NR4,NR5,NR6,NR7,NR8,NR9,NR10,NR11,NR12,NR13,NR14,NR15,NR16,PR1,PR2,PR3,PR4,PR5,PR6,PR7,PR8,PR9,PR10,PR11,PR12,PR13,PR14,PR15,PR16,GENERALATTUNREVERSED,N9,N13,P13,N14,N15,P14,N16,P15,P16,P9,P10,N10,N11,P11,N12,P12,N1,P5,N5,P6,N6,P7,N7,N8,P8,P1,N2,P2,N3,P3,N4,P4,COMFORTABLENESS,Scom1,Scom2,Scom3,Scom4,Scom5,Scom6,Scom7,Scom8,Scom9,Scom10,Scom11,Scom12,Scom13,Scom14,Scom15,Scom16,Scom17,Scom18,Scom19,Scom20,Scom21,Scom22,Scom23,Scom24,Scom25,Scom26,Scom27,Scom28,Scom29,Scom30,Scom31,Scom32,Scom33,Scom34,Scom35,Scom36,Scom37,Scom38,Scom39,Scom40,Scom41,Scom42,CAPABILITY,Scap1,Scap2,Scap3,Scap4,Scap5,Scap6,Scap7,Scap8,Scap9,Scap10,Scap11,Scap12,Scap13,Scap14,Scap15,Scap16,Scap17,Scap18,Scap19,Scap20,Scap21,Scap22,Scap23,Scap24,Scap25,Scap26,Scap27,Scap28,Scap29,Scap30,Scap31,Scap32,Scap33,Scap34,Scap35,Scap36,Scap37,Scap38,Scap39,Scap40,Scap41,Scap42,TECHREADYUNREVERSED,TR1,TR2,TR3,TR4,TR5,TR6,TR7,TR8,TR9,TR10,TR11,TR12,TR13,TR14,TR15,TR16,TR17,TR18,TECHREADYREVERSED,TR1Innov,TR2Innov,TR3Innov,TR4Innov,TR5Opt,TR6Opt,TR7Opt,TR8Opt,TR9Discomf,TR10Discomf,TR11Discomf,TR12Discomf,TR13Insec,TR14Insec,TR15Insec,TR16Insec,TR17Insec,TR18Insec,END_TRI_REV,OpenComments,StartDate,CompletionDate,OVERALLS_Hereafter,PosGENATT,NegGENATT,ComfAIbigDataAutomation,ComfAIHumanJudg,CapAIforBigData,CapAIHumanJudg,TRI_INNOV,TRI_OPT,TRI_DISCOMF,TRI_INSEC
24.0,475005-474996-46947579,removed_to_protect_anonymity,33.0,Female,1.0,Vet,Master’s degree or equivalent,NA,Master’s degree or equivalent,5.0,"Average computer user, using the internet, standard applications etc.",3.0,,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,,2.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,,4.0,2.0,4.0,2.0,5.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,5.0,1.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,,3.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,,1.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,,,2019-05-09 09:50:35 UTC,2019-05-09 10:04:14 UTC,,3.25,2.875,4.153846153846154,3.3,4.125,2.4615384615384617,2.5,3.5,1.75,2.333333333
25.0,475005-474996-46947818,removed_to_protect_anonymity,23.0,Male,0.0,Writer,Master’s degree or equivalent,NA,Master’s degree or equivalent,5.0,"Average computer user, using the internet, standard applications etc.",3.0,,5.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,,4.0,5.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,5.0,5.0,3.0,3.0,2.0,1.0,2.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,,3.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,,I'm a little uncomfortable with how little this survey acknowledges that AI is programmed by people and therefore carries with it the systemic biases of its programmers.,2019-05-09 09:54:16 UTC,2019-05-09 10:04:19 UTC,,2.333333333,2.125,2.6923076923076925,1.9,2.75,1.7692307692307692,3.5,3.75,3.25,3.5
26.0,475005-474996-46947619,removed_to_protect_anonymity,24.0,Female,1.0,Finance Officer,Other,Professional Diploma - Accounting,Other: Professional Diploma Accounting,4.0,"Average computer user, using the internet, standard applications etc.",3.0,,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,,5.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,5.0,4.0,1.0,5.0,2.0,5.0,4.0,4.0,1.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,2.0,4.0,,4.0,2.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,5.0,2.0,3.0,4.0,2.0,5.0,3.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,5.0,4.0,2.0,4.0,,1.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,,1.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,5.0,5.0,2.0,5.0,4.0,4.0,,,2019-05-09 09:51:06 UTC,2019-05-09 10:04:25 UTC,,3.5,2.875,4.615384615384615,3.3,4.5,2.769230769230769,2.75,4.25,3.0,4.166666667
27.0,475005-474996-46947621,removed_to_protect_anonymity,31.0,female,1.0,lawyer,Master’s degree or equivalent,NA,Master’s degree or equivalent,5.0,"Average computer user, using the internet, standard applications etc.",3.0,,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,,2.0,2.0,3.0,2.0,5.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,,4.0,1.0,5.0,4.0,4.0,2.0,4.0,1.0,1.0,4.0,4.0,5.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,5.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,2.0,4.0,,3.0,1.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,1.0,5.0,3.0,3.0,4.0,,2.0,3.0,2.0,1.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,5.0,4.0,,2.0,3.0,2.0,1.0,4.0,2.0,5.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,1.0,2.0,,,2019-05-09 09:51:08 UTC,2019-05-09 10:04:28 UTC,,3.083333333,3.0,4.076923076923077,1.9,3.375,2.4615384615384617,2.0,3.75,2.5,2.833333333
28.0,475005-474996-46947593,removed_to_protect_anonymity,23.0,Male,0.0,Restaurant manager,A-level or equivalent,NA,A-level or equivalent,3.0,User of specialist applications but not an IT specialist,4.0,,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,3.0,2.0,2.0,,2.0,2.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,2.0,4.0,5.0,3.0,1.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,,4.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,1.0,4.0,2.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,,3.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,2.0,5.0,4.0,2.0,5.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,,"The random questions like and Elephant being a vegetable made me laugh, so thanks for that. Otherwise it was a well put together questionnaire, Thank you and hope I helped.",2019-05-09 09:50:47 UTC,2019-05-09 10:04:28 UTC,,3.333333333,3.625,4.230769230769231,2.4,4.5,2.769230769230769,3.25,3.5,3.75,3.0
29.0,475005-474996-46947395,removed_to_protect_anonymity,24.0,Male,0.0,Writer,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4.0,User of specialist applications but not an IT specialist,4.0,,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,,4.0,5.0,2.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,4.0,1.0,2.0,3.0,2.0,5.0,1.0,5.0,2.0,,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2019-05-09 09:47:25 UTC,2019-05-09 10:04:30 UTC,,1.666666667,1.25,2.1538461538461537,1.0,2.0,1.0769230769230769,2.0,3.5,2.75,2.0
30.0,475005-474996-46947447,removed_to_protect_anonymity,40.0,male,0.0,technician,Doctoral degree or equivalent,NA,Doctoral degree or equivalent,6.0,"Average computer user, using the internet, standard applications etc.",3.0,,4.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,5.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,2.0,1.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,,4.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0,1.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,,3.0,2.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,2.0,2.0,5.0,3.0,4.0,5.0,3.0,4.0,2.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,2.0,5.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,,,2019-05-09 09:48:09 UTC,2019-05-09 10:04:39 UTC,,4.083333333,3.25,4.846153846153846,3.7,4.25,2.8461538461538463,4.25,4.0,3.0,2.333333333
31.0,475005-474996-46947693,removed_to_protect_anonymity,23.0,Male,0.0,Software Engineer,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4.0,Professionally qualified computer scientist or IT specialist,6.0,,4.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,,2.0,1.0,4.0,1.0,2.0,5.0,3.0,5.0,3.0,5.0,5.0,2.0,2.0,5.0,3.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,2.0,5.0,5.0,3.0,4.0,3.0,4.0,1.0,5.0,,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,2.0,5.0,,5.0,2.0,5.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,2.0,5.0,1.0,3.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,1.0,3.0,4.0,3.0,1.0,5.0,5.0,2.0,5.0,,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,,,2019-05-09 09:52:22 UTC,2019-05-09 10:04:40 UTC,,4.666666667,4.0,4.6923076923076925,4.0,4.875,3.0,4.5,4.75,3.25,4.166666667
32.0,475005-474996-46947677,removed_to_protect_anonymity,25.0,male,0.0,design engineer,A-level or equivalent,NA,A-level or equivalent,3.0,User of specialist applications but not an IT specialist,4.0,,2.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,,4.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,5.0,4.0,5.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,,5.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,,5.0,1.0,3.0,4.0,1.0,1.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,2.0,2.0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,2.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,,good survey a lot of variety in the questions provided. really enjoyed it,2019-05-09 09:52:06 UTC,2019-05-09 10:04:51 UTC,,3.583333333,2.375,3.4615384615384617,2.4,4.125,1.9230769230769231,4.75,5.0,2.5,3.5
33.0,475005-474996-46947652,removed_to_protect_anonymity,38.0,male,0.0,data entry,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4.0,User of specialist applications but not an IT specialist,4.0,,4.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0,4.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,5.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,1.0,5.0,,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,2.0,5.0,1.0,,,2019-05-09 09:51:45 UTC,2019-05-09 10:04:55 UTC,,1.416666667,1.75,1.4615384615384615,1.0,1.5,1.0,3.0,3.25,3.5,3.333333333
34.0,475005-474996-46947615,removed_to_protect_anonymity,50.0,male,0.0,IT Supervisor,A-level or equivalent,NA,A-level or equivalent,3.0,Considerable IT expertise short of full professional qualifications,5.0,,4.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,,2.0,1.0,5.0,1.0,2.0,4.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,5.0,2.0,5.0,2.0,4.0,1.0,5.0,1.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,1.0,5.0,,5.0,4.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,1.0,3.0,2.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,,3.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,5.0,3.0,2.0,1.0,5.0,4.0,5.0,2.0,2.0,2.0,4.0,3.0,5.0,5.0,2.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,,,2019-05-09 09:51:03 UTC,2019-05-09 10:04:57 UTC,,4.5,4.75,4.846153846153846,4.2,5.0,3.076923076923077,5.0,4.75,4.75,4.666666667
35.0,475005-474996-46947442,removed_to_protect_anonymity,64.0,male,0.0,teacher,Master’s degree or equivalent,NA,Master’s degree or equivalent,5.0,"Average computer user, using the internet, standard applications etc.",3.0,,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,,5.0,4.0,3.0,5.0,5.0,1.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,1.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,,2.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,,1.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,5.0,2.0,2.0,5.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,5.0,4.0,1.0,4.0,,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,"seemed straightforward, i find AI to have great possibilities but am concerned how it is used to manipulate people",2019-05-09 09:48:07 UTC,2019-05-09 10:05:27 UTC,,3.083333333,1.75,2.8461538461538463,1.4,3.625,1.6153846153846154,3.0,2.75,1.75,1.5
36.0,475005-474996-46947641,removed_to_protect_anonymity,29.0,Female,1.0,Data analyst,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4.0,User of specialist applications but not an IT specialist,4.0,,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,,5.0,3.0,1.0,3.0,5.0,3.0,3.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,1.0,4.0,2.0,3.0,3.0,,4.0,1.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,5.0,1.0,3.0,1.0,5.0,3.0,3.0,1.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,,2.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,,2.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,2.0,,,2019-05-09 09:51:32 UTC,2019-05-09 10:05:29 UTC,,3.25,2.5,3.6153846153846154,2.0,3.0,2.923076923076923,3.25,3.5,2.5,3.666666667
