CellReference,OS_ID,Prolific_ID,Age,GenderWORD,GenderNUM,Occupation,HighestEducationLevelTEXT,OtherIfApplicable,HighestEducationLevelTEXT2,HighestEducationLevelNUM,CompExpertiseText,CompExpertiseNUM,GEN_ATTITUDE_REVERSED,NR1,NR2,NR3,NR4,NR5,NR6,NR7,NR8,NR9,NR10,NR11,NR12,NR13,NR14,NR15,NR16,PR1,PR2,PR3,PR4,PR5,PR6,PR7,PR8,PR9,PR10,PR11,PR12,PR13,PR14,PR15,PR16,GENERALATTUNREVERSED,N9,N13,P13,N14,N15,P14,N16,P15,P16,P9,P10,N10,N11,P11,N12,P12,N1,P5,N5,P6,N6,P7,N7,N8,P8,P1,N2,P2,N3,P3,N4,P4,COMFORTABLENESS,Scom1,Scom2,Scom3,Scom4,Scom5,Scom6,Scom7,Scom8,Scom9,Scom10,Scom11,Scom12,Scom13,Scom14,Scom15,Scom16,Scom17,Scom18,Scom19,Scom20,Scom21,Scom22,Scom23,Scom24,Scom25,Scom26,Scom27,Scom28,Scom29,Scom30,Scom31,Scom32,Scom33,Scom34,Scom35,Scom36,Scom37,Scom38,Scom39,Scom40,Scom41,Scom42,CAPABILITY,Scap1,Scap2,Scap3,Scap4,Scap5,Scap6,Scap7,Scap8,Scap9,Scap10,Scap11,Scap12,Scap13,Scap14,Scap15,Scap16,Scap17,Scap18,Scap19,Scap20,Scap21,Scap22,Scap23,Scap24,Scap25,Scap26,Scap27,Scap28,Scap29,Scap30,Scap31,Scap32,Scap33,Scap34,Scap35,Scap36,Scap37,Scap38,Scap39,Scap40,Scap41,Scap42,TECHREADYUNREVERSED,TR1,TR2,TR3,TR4,TR5,TR6,TR7,TR8,TR9,TR10,TR11,TR12,TR13,TR14,TR15,TR16,TR17,TR18,TECHREADYREVERSED,TR1Innov,TR2Innov,TR3Innov,TR4Innov,TR5Opt,TR6Opt,TR7Opt,TR8Opt,TR9Discomf,TR10Discomf,TR11Discomf,TR12Discomf,TR13Insec,TR14Insec,TR15Insec,TR16Insec,TR17Insec,TR18Insec,END_TRI_REV,OpenComments,StartDate,CompletionDate,OVERALLS_Hereafter,PosGENATT,NegGENATT,ComfAIbigDataAutomation,ComfAIHumanJudg,CapAIforBigData,CapAIHumanJudg,TRI_INNOV,TRI_OPT,TRI_DISCOMF,TRI_INSEC
21,475005-474996-46947655,removed_to_protect_anonymity,27,Male,0,Sales Advisor,A-level or equivalent,NA,A-level or equivalent,3,User of specialist applications but not an IT specialist,4, ,3,3,3,4,3,3,3,4,4,2,3,2,4,4,3,4,2,2,3,4,2,4,3,4,4,3,4,3,4,3,1,2, ,2,2,4,2,3,3,2,1,2,4,3,4,3,4,4,3,3,2,3,4,3,3,3,2,4,2,3,2,3,3,2,4, ,4,2,5,2,3,2,3,2,4,5,4,5,2,4,1,4,3,2,4,1,5,3,4,2,4,5,4,2,4,4,4,5,3,3,4,3,2,2,5,5,2,3, ,2,1,5,2,2,2,3,2,3,4,3,4,2,3,1,3,2,2,4,2,5,2,3,3,4,5,4,1,2,2,4,5,3,2,4,2,2,1,5,4,2,4, ,3,4,4,4,5,4,4,4,3,2,2,3,2,2,3,2,4,4, ,3,4,4,4,5,4,4,4,3,4,4,3,4,4,3,4,2,2, ,"AI definitely has potential, but we need to be careful as it could be very harmful in the wrong hands",2019-05-09 09:51:47 UTC,2019-05-09 10:02:40 UTC, ,3.166666667,3.375,4.23076923076923,2.1,3.625,1.92307692307692,3.75,4.25,3.5,3.166666667
22,475005-474996-46947307,removed_to_protect_anonymity,52,MALE,0,NA,Master’s degree or equivalent,NA,Master’s degree or equivalent,5,"Average computer user, using the internet, standard applications etc.",3, ,2,4,4,4,3,3,1,1,4,3,3,1,4,3,4,2,2,3,4,4,4,4,4,3,2,4,4,3,4,3,3,2, ,2,2,4,3,2,3,4,3,2,2,4,3,3,4,5,3,4,4,3,4,3,4,5,5,3,2,2,3,2,4,2,4, ,4,4,4,3,3,2,4,4,4,3,5,5,4,3,2,5,4,1,4,4,5,4,5,1,5,5,4,3,5,5,5,5,5,1,4,4,5,3,5,5,1,5, ,4,2,4,2,2,4,4,4,4,3,5,5,4,2,2,4,4,1,2,4,5,4,5,5,4,5,5,4,4,3,4,5,4,1,4,4,4,2,5,5,2,4, ,2,4,4,3,4,5,5,5,3,4,2,4,1,1,2,2,4,3, ,2,4,4,3,4,5,5,5,3,2,4,2,5,5,4,4,2,3, ,"Think my results should indicate that I'm pretty much in favour of AI in many areas, but then again most AI is influenced by intial human input ;-)",2019-05-09 09:45:42 UTC,2019-05-09 10:03:07 UTC, ,3.5,2.625,4.61538461538461,3.6,4.375,3.23076923076923,3.25,4.75,2.75,3.833333333
23,475005-474996-46947646,removed_to_protect_anonymity,30,Make,0,IT,"A-level or equivalent,Other",Professional Cert,"A-level or equivalent,Other: Professional Cert",4,Professionally qualified computer scientist or IT specialist,6, ,5,5,4,5,1,1,1,5,5,5,3,3,5,4,2,5,5,1,4,5,3,5,5,5,5,5,3,2,4,1,5,5, ,1,1,4,2,4,1,1,5,5,5,5,1,3,3,3,2,1,3,5,5,5,5,5,1,5,5,1,1,2,4,1,5, ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,3,3,3,4,1,3,4,2,4,5,5,5,2,5,2,5,2,2,5,2,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5, ,5,5,5,5,5,5,5,5,1,5,1,2,5,5,2,1,1,1, ,5,5,5,5,5,5,5,5,5,1,5,4,1,1,4,5,5,5, , ,2019-05-09 09:51:33 UTC,2019-05-09 10:03:48 UTC, ,4.5,3.125,5,5,4.875,3.30769230769231,5,5,3.75,3.5
24,475005-474996-46947579,removed_to_protect_anonymity,33,Female,1,Vet,Master’s degree or equivalent,NA,Master’s degree or equivalent,5,"Average computer user, using the internet, standard applications etc.",3, ,2,2,3,2,3,3,3,2,4,1,3,1,3,3,1,3,2,2,2,4,1,4,4,3,3,4,4,3,4,3,4,3, ,2,3,4,3,5,3,3,4,3,3,4,5,3,4,5,3,4,1,3,4,3,4,3,4,3,2,4,2,3,2,4,4, ,4,2,4,2,5,2,3,2,4,4,5,5,4,4,1,5,5,4,4,4,5,2,5,5,5,4,4,4,5,5,2,4,4,5,1,5,4,2,5,4,5,5, ,3,2,4,2,3,4,4,3,4,4,5,5,3,4,1,4,4,4,3,3,5,2,2,5,3,4,4,3,5,2,4,4,4,2,2,4,3,2,5,3,3,3, ,1,3,4,2,2,4,4,4,5,4,4,4,4,2,4,5,3,4, ,1,3,4,2,2,4,4,4,1,2,2,2,2,4,2,1,3,2, , ,2019-05-09 09:50:35 UTC,2019-05-09 10:04:14 UTC, ,3.25,2.875,4.15384615384615,3.3,4.125,2.46153846153846,2.5,3.5,1.75,2.333333333
25,475005-474996-46947818,removed_to_protect_anonymity,23,Male,0,Writer,Master’s degree or equivalent,NA,Master’s degree or equivalent,5,"Average computer user, using the internet, standard applications etc.",3, ,5,3,1,3,1,2,2,4,2,1,1,3,1,2,3,3,3,3,2,2,2,4,2,2,3,2,3,2,2,1,1,2, ,4,5,2,4,3,1,3,1,2,3,2,5,5,3,3,2,1,2,5,4,4,2,4,2,2,3,3,3,5,2,3,2, ,3,1,4,1,2,3,3,2,1,2,4,3,2,1,1,1,1,1,2,1,3,2,3,1,3,1,2,2,2,2,2,5,2,3,2,3,2,1,3,3,2,3, ,2,1,3,1,1,3,3,2,1,3,4,3,1,1,1,2,1,2,1,1,3,2,2,1,2,2,2,3,3,1,3,3,2,1,3,2,2,1,3,3,2,2, ,3,4,4,3,3,3,5,4,3,3,3,2,2,2,2,2,2,5, ,3,4,4,3,3,3,5,4,3,3,3,4,4,4,4,4,4,1, ,I'm a little uncomfortable with how little this survey acknowledges that AI is programmed by people and therefore carries with it the systemic biases of its programmers.,2019-05-09 09:54:16 UTC,2019-05-09 10:04:19 UTC, ,2.333333333,2.125,2.69230769230769,1.9,2.75,1.76923076923077,3.5,3.75,3.25,3.5
26,475005-474996-46947619,removed_to_protect_anonymity,24,Female,1,Finance Officer,Other,Professional Diploma - Accounting,Other: Professional Diploma Accounting,4,"Average computer user, using the internet, standard applications etc.",3, ,2,4,2,4,2,4,3,4,2,1,4,1,2,2,4,4,4,2,4,4,2,4,4,4,4,4,4,4,2,2,2,2, ,4,4,2,4,2,2,2,2,2,4,4,5,2,4,5,4,4,2,4,4,2,4,3,2,4,4,2,2,4,4,2,4, ,5,2,5,4,4,4,5,5,5,5,5,5,2,4,2,5,4,1,5,2,5,4,4,1,5,4,5,4,2,4,5,5,5,4,4,4,2,2,5,4,2,4, ,4,2,5,3,1,3,4,4,4,4,5,5,2,4,2,5,2,3,4,2,5,3,2,3,2,4,5,2,3,3,5,4,4,3,3,4,2,2,5,4,2,4, ,1,4,3,3,4,4,5,4,2,4,2,4,1,1,4,1,2,2, ,1,4,3,3,4,4,5,4,4,2,4,2,5,5,2,5,4,4, , ,2019-05-09 09:51:06 UTC,2019-05-09 10:04:25 UTC, ,3.5,2.875,4.61538461538461,3.3,4.5,2.76923076923077,2.75,4.25,3,4.166666667
27,475005-474996-46947621,removed_to_protect_anonymity,31,female,1,lawyer,Master’s degree or equivalent,NA,Master’s degree or equivalent,5,"Average computer user, using the internet, standard applications etc.",3, ,3,3,3,3,4,2,2,3,4,2,2,1,4,4,1,3,3,3,4,2,2,4,4,3,3,3,4,4,3,3,2,1, ,2,2,3,2,5,3,3,2,1,3,3,4,4,4,5,4,3,2,2,4,4,4,4,3,3,3,3,3,3,4,3,2, ,4,1,5,4,4,2,4,1,1,4,4,5,2,1,1,4,2,4,3,1,5,2,2,1,4,4,4,3,4,3,5,5,3,2,2,3,2,2,5,4,2,4, ,3,1,4,2,1,2,4,1,1,2,2,5,1,1,1,4,1,1,4,2,4,3,2,5,3,3,4,5,4,2,4,5,3,3,4,2,3,1,5,3,3,4, ,2,3,2,1,4,2,5,4,4,3,4,3,2,2,4,2,5,4, ,2,3,2,1,4,2,5,4,2,3,2,3,4,4,2,4,1,2, , ,2019-05-09 09:51:08 UTC,2019-05-09 10:04:28 UTC, ,3.083333333,3,4.07692307692308,1.9,3.375,2.46153846153846,2,3.75,2.5,2.833333333
28,475005-474996-46947593,removed_to_protect_anonymity,23,Male,0,Restaurant manager,A-level or equivalent,NA,A-level or equivalent,3,User of specialist applications but not an IT specialist,4, ,3,4,3,4,4,3,3,4,4,2,4,2,4,4,1,4,4,1,2,3,1,4,4,4,5,5,2,5,4,3,2,2, ,2,2,4,2,5,3,2,2,2,5,5,4,2,2,4,5,3,1,2,4,3,4,3,2,4,4,2,1,3,2,2,3, ,4,2,4,4,1,2,4,4,4,4,5,5,2,3,2,4,1,1,2,1,5,5,4,4,5,5,2,1,4,2,4,5,5,3,5,3,3,4,5,5,3,5, ,3,3,4,2,1,3,4,3,4,4,5,3,1,4,1,4,1,1,3,2,5,4,2,5,2,5,5,3,3,4,4,5,4,2,3,3,3,3,5,5,3,4, ,2,4,3,4,2,4,4,4,2,2,3,2,4,2,2,3,4,3, ,2,4,3,4,2,4,4,4,4,4,3,4,2,4,4,3,2,3, ,"The random questions like and Elephant being a vegetable made me laugh, so thanks for that. Otherwise it was a well put together questionnaire, Thank you and hope I helped.",2019-05-09 09:50:47 UTC,2019-05-09 10:04:28 UTC, ,3.333333333,3.625,4.23076923076923,2.4,4.5,2.76923076923077,3.25,3.5,3.75,3
29,475005-474996-46947395,removed_to_protect_anonymity,24,Male,0,Writer,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,User of specialist applications but not an IT specialist,4, ,1,3,1,1,1,2,1,2,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,2,3,2,1,2,2,2,2, ,4,5,2,4,5,2,5,2,2,2,3,4,5,2,4,1,5,1,5,1,4,1,5,4,1,2,3,2,5,1,5,2, ,2,1,4,1,1,1,3,1,1,4,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,4,1,1,1,1,1,3,1,1,1,1,1,4,4,1,1, ,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,3,2,2,2,1,2,3,1,1,1,1,2,1,1,1,1,1,1,2,3,1,2, ,2,2,2,2,3,3,4,4,5,3,1,4,4,4,4,4,4,4, ,2,2,2,2,3,3,4,4,1,3,5,2,2,2,2,2,2,2, , ,2019-05-09 09:47:25 UTC,2019-05-09 10:04:30 UTC, ,1.666666667,1.25,2.15384615384615,1,2,1.07692307692308,2,3.5,2.75,2
30,475005-474996-46947447,removed_to_protect_anonymity,40,male,0,technician,Doctoral degree or equivalent,NA,Doctoral degree or equivalent,6,"Average computer user, using the internet, standard applications etc.",3, ,4,3,2,5,3,3,2,3,4,1,2,3,5,3,1,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,3, ,2,1,4,3,5,4,2,4,3,5,4,5,4,4,3,4,2,4,3,4,3,4,4,3,4,4,3,3,4,4,1,4, ,4,1,5,4,4,4,5,4,5,5,5,5,4,4,4,5,5,1,4,1,5,3,4,4,5,5,5,4,5,4,5,5,4,4,3,4,4,3,5,5,4,5, ,3,2,5,5,2,5,5,4,5,5,3,4,2,4,2,4,2,4,4,2,5,2,2,5,3,4,5,3,4,2,5,5,4,2,2,2,3,2,5,3,2,5, ,4,4,4,5,4,4,4,4,3,2,4,3,5,4,4,4,2,3, ,4,4,4,5,4,4,4,4,3,4,2,3,1,2,2,2,4,3, , ,2019-05-09 09:48:09 UTC,2019-05-09 10:04:39 UTC, ,4.083333333,3.25,4.84615384615385,3.7,4.25,2.84615384615385,4.25,4,3,2.333333333
31,475005-474996-46947693,removed_to_protect_anonymity,23,Male,0,Software Engineer,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,Professionally qualified computer scientist or IT specialist,6, ,4,3,3,5,4,3,4,4,4,4,4,3,5,5,4,3,5,4,4,5,4,5,4,5,5,5,5,4,4,5,5,3, ,2,1,4,1,2,5,3,5,3,5,5,2,2,5,3,4,2,4,2,5,3,4,2,2,5,5,3,4,3,4,1,5, ,4,3,5,4,4,5,5,5,5,5,5,5,3,1,2,5,4,3,5,4,5,4,5,2,5,5,5,5,5,4,5,5,5,3,3,4,4,3,5,5,2,5, ,5,2,5,4,1,4,5,4,5,5,5,4,2,4,2,5,1,3,4,2,5,4,2,5,4,5,5,4,4,2,5,5,4,1,3,4,3,1,5,5,2,5, ,4,5,4,5,5,5,5,4,2,3,4,2,2,1,1,1,4,2, ,4,5,4,5,5,5,5,4,4,3,2,4,4,5,5,5,2,4, , ,2019-05-09 09:52:22 UTC,2019-05-09 10:04:40 UTC, ,4.666666667,4,4.69230769230769,4,4.875,3,4.5,4.75,3.25,4.166666667
32,475005-474996-46947677,removed_to_protect_anonymity,25,male,0,design engineer,A-level or equivalent,NA,A-level or equivalent,3,User of specialist applications but not an IT specialist,4, ,2,2,3,3,2,2,4,1,2,2,3,3,1,2,1,3,4,4,4,4,1,5,5,3,4,4,3,4,3,3,3,2, ,4,5,3,4,5,3,3,3,2,4,4,4,3,3,3,4,4,1,4,5,4,5,2,5,3,4,4,4,3,4,3,4, ,5,4,3,1,4,4,4,3,4,4,3,3,3,4,1,4,3,3,4,2,4,3,4,5,4,5,4,1,2,1,4,4,4,1,1,1,3,2,2,2,3,1, ,5,1,3,4,1,1,4,2,4,3,5,4,3,3,1,4,3,3,3,2,5,2,4,5,4,5,4,1,2,1,4,4,3,1,1,1,3,1,5,5,2,2, ,4,5,5,5,5,5,5,5,5,3,4,2,3,1,2,3,2,4, ,4,5,5,5,5,5,5,5,1,3,2,4,3,5,4,3,4,2, ,good survey a lot of variety in the questions provided. really enjoyed it,2019-05-09 09:52:06 UTC,2019-05-09 10:04:51 UTC, ,3.583333333,2.375,3.46153846153846,2.4,4.125,1.92307692307692,4.75,5,2.5,3.5
33,475005-474996-46947652,removed_to_protect_anonymity,38,male,0,data entry,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,User of specialist applications but not an IT specialist,4, ,4,5,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1, ,5,4,1,5,5,1,4,1,1,2,2,5,5,2,5,2,2,2,4,2,5,1,5,4,1,1,1,1,4,1,5,1, ,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,1,4,4,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4, ,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,2,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1, ,2,4,3,3,2,4,4,3,2,2,2,4,1,1,4,4,1,5, ,2,4,3,3,2,4,4,3,4,4,4,2,5,5,2,2,5,1, , ,2019-05-09 09:51:45 UTC,2019-05-09 10:04:55 UTC, ,1.416666667,1.75,1.46153846153846,1,1.5,1,3,3.25,3.5,3.333333333
34,475005-474996-46947615,removed_to_protect_anonymity,50,male,0,IT Supervisor,A-level or equivalent,NA,A-level or equivalent,3,Considerable IT expertise short of full professional qualifications,5, ,4,3,2,5,5,5,4,5,4,5,5,4,5,5,4,5,4,4,5,5,4,5,4,3,5,5,5,5,5,4,4,4, ,2,1,5,1,2,4,1,4,4,5,5,1,1,5,2,5,2,4,1,5,1,4,2,1,3,4,3,4,4,5,1,5, ,5,4,5,5,2,5,5,4,5,4,5,5,5,5,4,5,3,1,3,2,5,5,4,1,5,5,5,5,3,4,5,5,5,2,4,4,5,4,5,5,4,5, ,3,3,5,3,2,5,5,5,5,5,5,5,4,5,3,5,2,2,3,3,4,3,2,3,4,5,5,3,2,1,5,4,5,2,2,2,4,3,5,5,2,5, ,5,5,5,5,5,5,4,5,2,1,1,1,1,1,2,1,1,2, ,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,5,5,4, , ,2019-05-09 09:51:03 UTC,2019-05-09 10:04:57 UTC, ,4.5,4.75,4.84615384615385,4.2,5,3.07692307692308,5,4.75,4.75,4.666666667
35,475005-474996-46947442,removed_to_protect_anonymity,64,male,0,teacher,Master’s degree or equivalent,NA,Master’s degree or equivalent,5,"Average computer user, using the internet, standard applications etc.",3, ,2,2,3,1,1,2,1,1,1,2,2,1,2,1,1,3,3,3,3,4,1,4,2,3,3,4,4,2,3,1,3,1, ,5,4,3,5,5,1,3,3,1,3,4,4,4,4,5,2,4,1,5,4,4,2,5,5,3,3,4,3,3,3,5,4, ,2,1,2,2,4,3,3,2,1,1,4,4,1,2,1,3,2,1,1,1,4,1,2,1,3,3,3,1,1,1,4,3,1,1,2,1,1,1,4,3,1,4, ,1,1,4,2,2,3,3,2,3,4,2,3,1,3,1,4,2,1,3,1,5,2,2,5,3,4,4,1,1,1,4,3,3,1,3,1,2,1,5,4,1,4, ,2,4,4,2,3,2,3,3,4,5,4,4,4,4,4,5,5,5, ,2,4,4,2,3,2,3,3,2,1,2,2,2,2,2,1,1,1, ,"seemed straightforward, i find AI to have great possibilities but am concerned how it is used to manipulate people",2019-05-09 09:48:07 UTC,2019-05-09 10:05:27 UTC, ,3.083333333,1.75,2.84615384615385,1.4,3.625,1.61538461538462,3,2.75,1.75,1.5
36,475005-474996-46947641,removed_to_protect_anonymity,29,Female,1,Data analyst,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,User of specialist applications but not an IT specialist,4, ,3,1,2,3,2,2,2,1,1,1,2,2,3,3,1,3,4,1,2,3,4,3,4,4,4,4,4,4,1,3,2,1, ,5,3,1,3,5,3,3,2,1,4,4,5,4,4,4,4,3,4,4,3,4,4,4,5,4,4,5,1,4,2,3,3, ,4,1,4,4,1,3,3,3,3,3,5,5,5,1,1,4,1,1,3,1,5,1,3,1,5,3,3,1,2,5,5,4,3,3,2,3,1,3,4,3,1,3, ,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3, ,2,5,3,3,3,4,4,3,5,3,3,3,2,2,4,1,1,4, ,2,5,3,3,3,4,4,3,1,3,3,3,4,4,2,5,5,2, , ,2019-05-09 09:51:32 UTC,2019-05-09 10:05:29 UTC, ,3.25,2.5,3.61538461538462,2,3,2.92307692307692,3.25,3.5,2.5,3.666666667
37,475005-474996-46947667,removed_to_protect_anonymity,46,Male,0,Administrator,A-level or equivalent,NA,A-level or equivalent,3,User of specialist applications but not an IT specialist,4, ,4,3,4,4,4,4,3,4,3,2,2,2,3,2,1,4,3,2,2,3,4,4,4,3,4,5,4,3,4,2,3,4, ,3,3,4,4,5,2,2,3,4,4,5,4,4,4,4,3,2,4,2,4,2,4,3,2,3,3,3,2,2,2,2,3, ,4,3,4,3,1,5,4,4,4,3,5,4,3,3,3,5,3,1,4,2,5,3,2,1,5,4,4,2,5,2,4,4,4,1,4,2,2,4,5,5,1,4, ,3,2,4,3,1,4,4,4,3,5,3,4,3,3,3,4,1,2,5,2,5,2,1,4,3,5,5,2,3,1,4,4,5,1,3,2,2,3,4,5,1,4, ,3,4,4,4,4,5,4,4,4,5,4,4,2,2,2,3,4,4, ,3,4,4,4,4,5,4,4,2,1,2,2,4,4,4,3,2,2, , ,2019-05-09 09:51:57 UTC,2019-05-09 10:05:52 UTC, ,3.583333333,3.25,4.30769230769231,2.9,4.375,2.53846153846154,3.75,4.25,1.75,3.166666667
38,475005-474996-46947783,removed_to_protect_anonymity,40,female,1,teacher,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,"Average computer user, using the internet, standard applications etc.",3, ,4,4,2,4,4,4,4,4,1,4,4,1,4,4,1,4,4,2,2,4,4,4,4,4,4,4,4,4,4,2,4,2, ,5,2,4,2,5,2,2,4,2,4,4,2,2,4,5,4,2,4,2,4,2,4,2,2,4,4,2,2,4,2,2,4, ,5,1,5,1,3,1,4,1,4,1,1,5,5,1,1,4,1,1,1,1,4,1,5,5,4,5,5,5,4,4,4,4,4,4,2,2,5,2,5,5,2,5, ,3,1,4,2,4,2,2,2,2,2,3,4,2,2,1,1,1,1,2,2,2,1,3,3,3,3,3,3,2,1,1,3,1,1,1,1,2,1,4,4,2,3, ,1,1,3,1,3,4,5,5,5,5,5,5,2,2,3,2,2,2, ,1,1,3,1,3,4,5,5,1,1,1,1,4,4,3,4,4,4, , ,2019-05-09 09:53:47 UTC,2019-05-09 10:06:35 UTC, ,3.833333333,4,3.84615384615385,2.3,2.5,1.69230769230769,1.5,4.25,1,3.833333333
39,475005-474996-46947541,removed_to_protect_anonymity,41,male,0,mortgage broker,A-level or equivalent,NA,A-level or equivalent,3,"Average computer user, using the internet, standard applications etc.",3, ,3,5,1,5,4,4,2,4,4,2,4,2,5,4,3,5,3,3,5,3,2,5,4,3,5,3,3,5,5,3,5,5, ,2,1,5,2,3,3,1,5,5,5,3,4,2,3,4,5,3,2,2,5,2,4,4,2,3,3,1,3,5,5,1,3, ,5,1,5,2,4,5,5,2,4,5,3,3,4,3,2,5,4,2,5,2,3,5,4,5,5,3,5,4,4,2,5,3,3,1,1,4,4,2,3,3,5,3, ,2,1,5,2,1,3,4,2,2,5,5,5,2,2,1,5,1,1,5,1,5,4,2,5,2,5,5,2,3,1,5,5,5,1,1,2,2,1,5,5,1,4, ,4,5,4,5,5,5,5,5,1,4,2,2,2,1,2,4,4,2, ,4,5,4,5,5,5,5,5,5,2,4,4,4,5,4,2,2,4, , ,2019-05-09 09:50:00 UTC,2019-05-09 10:06:53 UTC, ,3.833333333,3.875,3.84615384615385,3.6,4.875,1.76923076923077,4.5,5,3.75,3.5
40,475005-474996-46948020,removed_to_protect_anonymity,40,Female,1,Teacher,Master’s degree or equivalent,NA,Master’s degree or equivalent,5,Considerable IT expertise short of full professional qualifications,5, ,4,4,2,4,3,4,2,2,4,3,3,4,4,5,2,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,2,2, ,2,2,4,1,4,3,2,2,2,4,4,3,3,4,2,4,2,4,3,5,2,4,4,4,4,4,2,4,4,4,2,4, ,4,1,5,2,1,4,4,4,4,5,5,5,1,2,1,5,2,2,4,4,5,3,4,4,2,5,4,4,4,4,5,5,4,1,1,4,4,1,5,5,2,4, ,3,1,3,1,1,2,2,2,2,4,4,4,1,4,1,5,4,4,2,3,5,2,3,4,2,5,5,3,4,2,5,4,4,1,1,3,3,2,4,5,2,4, ,4,4,4,4,5,4,4,5,2,2,2,2,2,1,2,1,1,1, ,4,4,4,4,5,4,4,5,4,4,4,4,4,5,4,5,5,5, , ,2019-05-09 09:57:35 UTC,2019-05-09 10:07:06 UTC, ,3.916666667,3.625,4.46153846153846,3.1,4.125,2,4,4.5,4,4.666666667
41,475005-474996-46947971,removed_to_protect_anonymity,25,female,1,receptionist,A-level or equivalent,NA,A-level or equivalent,3,User of specialist applications but not an IT specialist,4, ,2,3,1,3,3,3,2,2,4,2,3,2,2,2,1,3,2,1,2,3,4,4,4,4,4,4,3,3,4,2,4,2, ,2,4,4,4,5,2,3,4,2,4,4,4,3,3,4,3,4,4,3,4,3,4,4,4,4,2,3,1,5,2,3,3, ,2,1,1,1,1,2,2,2,2,1,2,4,2,1,1,4,1,1,4,1,4,1,1,5,4,5,5,1,1,1,5,1,1,1,2,1,1,1,5,5,1,5, ,1,1,5,1,1,1,5,1,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,5,5,5,5,1,1,1,5,1,1,1,1,1,1,1,5,5,1,5, ,4,5,5,5,3,5,5,3,4,2,2,1,4,2,1,1,5,4, ,4,5,5,5,3,5,5,3,2,4,4,5,2,4,5,5,1,2, , ,2019-05-09 09:56:40 UTC,2019-05-09 10:07:14 UTC, ,3.5,2.5,2.76923076923077,1.3,4.5,1,4.75,4,3.75,3.166666667
42,475005-474996-46947670,removed_to_protect_anonymity,36,Male,0,Systems Administrator,Bachelor’s degree or equivale,NA,Bachelor’s degree or equivalent,4,Professionally qualified computer scientist or IT specialist,6, ,4,5,1,5,5,4,2,1,4,4,4,2,5,5,5,5,4,4,5,5,5,5,5,5,5,2,4,5,5,3,4,2, ,2,1,5,1,1,3,1,4,2,5,2,2,2,4,4,5,2,5,1,5,2,5,4,5,5,4,1,4,5,5,1,5, ,5,4,5,5,3,5,5,4,5,5,5,5,4,4,4,5,5,3,5,5,5,5,5,4,5,5,5,5,3,4,5,5,5,3,5,5,5,4,5,5,3,5, ,2,2,5,4,1,4,3,3,5,4,5,5,1,1,1,5,5,4,4,3,5,4,2,4,2,4,4,3,4,2,2,4,5,1,3,4,1,1,4,4,2,4, ,4,5,5,5,5,4,5,4,1,4,2,1,1,1,1,1,1,1, ,4,5,5,5,5,4,5,4,5,2,4,5,5,5,5,5,5,5, ,"It would be useful to clarify if you mean AI or Machine Learning for some of the questions, although that might be beyond the level of some users.",2019-05-09 09:52:02 UTC,2019-05-09 10:07:21 UTC, ,4.5,4.25,4.76923076923077,4.7,4.25,2.46153846153846,4.75,4.5,4,5
